,작성자,제품명,리뷰작성일,별점,한달 사용기,리뷰 내용,도움 수
2648,joha*****,DOT TWO X_X: 블랙,20240614,5,,연초 권렬을 거쳐서 전담으로 도전중입니다 예전 10여년전 전담해보고 첨인데 그동안 기술이 많이 좋아졌네요 ㅎ 잘쓰겠습니다!!,0
2649,ampy***,DOT TWO X_X: 퍼플,20240630,4,,연무량도 좋고 사용하기 편합니다 단점은 주둥이가 좀 짧았습니다,0
2650,skek******,DOT TWO X_X: 로얄 블루,20240612,5,,완전색감이 미쳤습니다. 너무이쁘네요 여윽시 닷은 칼라 입니다. 이번에 맛표현도 너무좋게 잘나왔네여 너무맘에 들어요,0
2651,ehda********,DOT TWO X_X: 티파니 블루,20240626,5,,진짜진짜 닷모드 너무 예뻐요 하....... 디자인만 보고사도 만족스럽습니다,0
2652,qkdf******,DOT TWO X_X: 티파니 블루,20240529,5,,사용하고 잇던 전담이 고장나서 ~ 급하게 주문했는데! 세상에나 칼배송으로 받았어요!!! 포장도 깔끔깔끔~ 한 손에 착 감기는 그립감에 왜이렇게 맛잇어여? 충천하면 베터리 잔량도 표시되고~흡입량 조절도 되 오래 사용해도 베터리가 금방 방전되지 않네여? 일하면서 충전 계속 꽂아놓고~~ 액상 충전도 편해요~ 담타때마다 사용하는데~ 티파니 블루 색상에 디자인도 예뻐서 어디꺼냐고 다들 물어봐요.ㅎㅎ,0
2653,pole********,DOT TWO X_X: 블랙,20240713,5,,빠른배송과 디자인이이쁘네요ㅎ 베이핑은 이따해봐야겠습니다,0
2654,rlar******,DOT TWO X_X: 티파니 블루,20240703,5,,배송이 진심 빠르고 좋아요,0
2655,real***,DOT TWO X_X: 블랙,20240529,5,,아직 하루밖에 안됐지만 누수없고 맛은 조절해가면서 와트랑 밑에 조절 강약이랑 다써봐야 내입맛에 맞게 맞출수있을것 같아여~그립감이랑 겉면은 나무랄데가 없고 이쁘네요~,0
2656,bebe********,DOT TWO X_X: 블랙,20240523,5,,지인들 한테 선물할꺼에요 100퍼 만족요,1
2657,gkst*******,DOT TWO X_X: 블랙,20240729,5,,누수도 없고 좋네요.,0
2658,salt****,DOT TWO X_X: 티파니 블루,20240706,5,,이쁘고 깔끔하니 좋습니다,0
2659,ad****,DOT TWO X_X: 퍼플,20240721,5,,너무 이쁘네요 잘 쓰겠습니다.,0
2660,sun8*****,DOT TWO X_X: 실버,20240715,5,,전담 액상누수때문에 뭘사도 스트레스였는데 누수1도없고 너무만족스럽슺니다,0
2661,maku****,DOT TWO X_X: 건메탈,20240627,5,,배송빠르고 물건도 안전하게 잘 왔습니다,0
2662,alsr******,DOT TWO X_X: 로얄 블루,20240628,1,,날이가면갈수록 거품빠져가는기기 누수도심하고 초반 바이럴에 당한듯..,0
2663,wjdd****,DOT TWO X_X: 로얄 블루,20240705,5,,이뿌다앙...영롱 그잡채,0
2664,hanj*****,DOT TWO X_X: 로얄 블루,20240611,5,,배송진짜 빠르구요! 사장님이 추가로 서비스도 챙겨주셔서 너무 좋습니다!! 그리고 기계가 너무 마음에 들어요!!,0
2665,dyhw*******,DOT TWO X_X: 블랙,20240628,5,,"배송 빠르고, 제품도 매우 만족합니다!!",0
2666,eden****,DOT TWO X_X: 실버,20240620,5,,여자친구꺼랑 같이 샀는데 디자인은 일단 맘에 드네요~,0
2667,qwas******,DOT TWO X_X: 블랙,20240628,5,,이뻐요 ㅎ 재질도 좋네요,0
2668,casi******,DOT TWO X_X: 로얄 블루,20240604,5,,저는 전에 긱베이프이지스 나노2를 여기서구입하고 전에친절하게응대해주시던게떠올라서 이번에또구입헸습니다 근데 뭘많이넣러주시더라구여 보조배터리에 물티슈에 너무감동먹었어요 다음에구매할때여기서또구입해야죠 번창하세요,0
2669,jaeh********,DOT TWO X_X: 블랙,20240721,2,,디자인도 좋고 맛도 좋습니다,0
2670,whit********,DOT TWO X_X: 건메탈,20240527,5,,디자인에 반해 주문했는데 실제로 받아보니 화면보다 더 예쁘네요 깔끔 심플 귀염 그자체! 다른분들 후기처럼 배송완전 빠르구요 사이즈좋고 슬림하니 포켓 주머니에 쏙 휴대하기 좋고 배터리 짜응~맛표현도 좋아서 선물용으로 더 사야겠어요,1
2671,ttl0*****,DOT TWO X_X: 건메탈,20240528,5,,배송 빠르게 잘 받았습니다^^ 전자담배를 피는데 기존에 기기가 맘에 안들어서 바꿔봤어요. 기기 디자인 색감 깔끔하고 그립감도 맘에 들구요. OLED디스플레이르 베이핑시 필요한 정보가 뜨니까 보기 편하고 올인원 버튼이라 하나뿐이라 조작법이 간편해서 좋아요^^,0
2672,jhhm*****,DOT TWO X_X: 건메탈,20240719,4,,삐른배송 좋았어요 또 구매,0
2673,ever*****,DOT TWO X_X: 블랙,20240702,3,,팟이 비싼데 누수가 있네요 아쉽습니다ㅜ,0
2674,lhsl******,DOT TWO X_X: 티파니 블루,20240605,5,,색상도 이쁘고 손에 잡히는 느낌도 좋아요. 성능은 계속 해봐야 알겠지만 좋은거같아요. 사은품 물티슈랑 따로 요청한 상품내역도 지워 보내주셔서 감사합니다 ^^,0
2675,ch11***,DOT TWO X_X: 퍼플,20240720,5,,빠른 배송 감사 합니다,0
2676,skek***,DOT TWO X_X: 블랙,20240723,5,,여태 썻던 전담중에 제일좋네요.,0
2677,mant*****,DOT TWO X_X: 레드,20240725,5,,기기 이상없고 튼튼해요,0
2678,audt******,DOT TWO X_X: 실버,20240622,5,,오랜만에 사용해보는 팟기기인데 정말 마음에드네요! 색깔도 아주 이쁘고 만듬새도 너무 좋고! 맛표현도 아주 좋아요! 당분간 이 기기로 정착하겠네요! 팟기기에서 이 제품보다 잘나오기 쉽지않을 것 같아요 잘사용하겠습니다~!,0
2679,sin5******,DOT TWO X_X: 블랙,20240710,4,,누수도 거의 없고 코일은 사용패턴에 따라 다르겠지만 1.5주 정도 사용하는 것 같아요 코일 갈 시기 쯤 오면 그때는 누수가 조금씩 발생하는 것 같기도 하더라고요.,0
2680,qy****,DOT TWO X_X: 블랙,20240622,5,,남편이 만족하네요 한달 써보고 평 다시 남길게요,0
2681,kgwo***,DOT TWO X_X: 블랙,20240719,1,,한달좀 지났는데 고장남 팟디 3년넘게 쓰면서 죽는건 처음...,0
2682,lbk1***,DOT TWO X_X: 건메탈,20240709,4,,멋진 디자인 😁😁😁,0
2683,ng****,DOT TWO X_X: 로얄 블루,20240602,5,,"퍼플을 얼마전에 구입하고 너무 만족해서 블루도 구입합니다 맛표현 좋고 발맥,아스몬 쓰다가 넘어온건데 어후 만족도가 어마어마 합니다",0
2684,ta****,DOT TWO X_X: 레드,20240624,5,,이것저것 다써봤는데 닷만한게 없더라... 구성품도 알차고 이제 완전히 이걸로 정착하렵니다ㅋㅋ,0
2685,tt****,DOT TWO X_X: 블랙,20240724,5,,아주 잘쓰고 있어여~~~굿입니다,0
2686,sk****,DOT TWO X_X: 레드,20240610,5,,역시 고급형 맛표현도 좋고 연타하면 결로살짝생기는데 다른기기랑 비교도안됨. 빨간색기기 쨍한 느낌이 골드버튼이랑 조합 쩌는듯,0
2687,roll*****,DOT TWO X_X: 건메탈,20240615,5,,정말빠른 배송 너무 좋아요! 상품도 너무 이쁘고 손에 감기는 맛도 좋아요,0
2688,21****,DOT TWO X_X: 실버,20240522,5,,"구성도 알차고 무엇보다 디자인이,, 사진으로는 절대 실물 못담습니다 왜 닷모드 닷모드 하는지 알겠네요 파워뱅크랑 스티커도 잘 쓰겠습니다~~",1
2689,oodd******,DOT TWO X_X: 블랙,20240719,5,,배송빠르고 제품 마음에 듭니다.,0
2690,ken0***,DOT TWO X_X: 티파니 블루,20240520,5,,개 지립니다. 일단 디자인 누가봐도 이쁘고 솔직히 닷모드 맛표현 별로라 모드는 써봤어도 탱크나 이런건 안썼는데 이번에 나온건 맛표현이 꽤 좋다는 말이 있어서 사봤는데 좋네요. 가격도 옛날 닷모드에 비해 저렴한거 같구요. 강추합니다,4
2691,xotj*****,DOT TWO X_X: 블랙,20240521,5,,닷모드에서 팟 디바이스 나왔다해서 이미 기기가 여러다 있는데 홀린듯 샀습니다..! 진짜 받자마자 뜯어보고 너무 이뻐서 며칠째 다른기기 눈길도 안주고 사용중인데 누수가 일단 없고 팟 용량도 넉넉해서 생각보다 자주 채울 필요도 없더라고요 그리고 많이 걱정한 맛 표현은 과멘유저로 쿨링감도 적당하고 단맛도 잘 끌어올려줘서 너무 좋아요 너무 이뻐서 계속 보게되네요 다음에 팟도 추가로 구매 할게요~,1
2692,mang*****,DOT TWO X_X: 블랙,20240721,5,,역시 전자담배 에르메스 답습니다,0
2693,yang****,DOT TWO X_X: 퍼플,20240628,5,,디자인 크기 무게 다 만족합니다,0
2694,geon*********,DOT TWO X_X: 실버,20240717,5,,감사합니다 잘 쓰겠습니다,0
2695,love*******,DOT TWO X_X: 티파니 블루,20240622,5,,배송 엄청 빠르네요! 영홍하니 너무 이쁩니다!!,0
2696,love*******,DOT TWO X_X: 로얄 블루,20240622,5,,배송 엄청 빠르네요! 영홍하니 너무 이쁩니다!!,0
2697,eunt******,DOT TWO X_X: 블랙,20240722,5,,제품좋고.배송 빠름,0
2698,kore*****,DOT TWO X_X: 레드,20240714,5,,역시 닷모드!!색감이 아주좋아요,0
2699,chk1****,DOT TWO X_X: 티파니 블루,20240604,5,,사용한 지 일주일 정도 되었네요. 액상누수가 우선 전혀 없는 거 같고 액상 주입하는 쪽이 한번 씩 새는 거 같기도 하지만 전담 초보인 저에게는 너무 좋은 거 같아요! 디자인도 너무 좋구요!!,0
2700,ekzm******,DOT TWO X_X: 레드,20240716,5,,하루 만에 오네요. 잘 쓸게요,0
2701,dudg****,DOT TWO X_X: 블랙,20240722,5,,가나다라마바사아자차,0
2702,lth1***,DOT TWO X_X: 로얄 블루,20240608,5,,"블랙 살까 하다가 리뷰보고 로얄 블루 샀는데, 사진보다 더한 실물 깡패네요 ㅋㅋㅋ 만족합니다",0
2703,kim8***,DOT TWO X_X: 티파니 블루,20240528,5,,완전 총알배송이네요 ~~ 신랑이 전담 잃어버려서 하나 사달라해서 사줬어요 ~~~ 선물인데 포장이며 등 너무 맘에 들게 오네요 ~ 빠르기도 엄청 빠른데.. 그립감이리던지 디자인이 너무 이뻐요 ~ 색도 그렇고 .. 신랑이 아주 맘에 들어하네요. 전에 쓰던것보다 낫다고 하네요 ㅎ,0
2704,free********,DOT TWO X_X: 퍼플,20240609,5,,역시.... 닷은 못참져 여태 닷 많이 써보앗지만 정말 좋네요 요번꺼는 역시 최고입니단 ㅋ 팬텀쓰고잇는데 팬텀이 손이 안가기시작햇네여 ㅠ,0
2705,gyw3***,DOT TWO X_X: 블랙,20240613,5,,오래 써본게 아니라서 잘은 모르지만 지금으로썬 만족합니다! 디자인도 심플하고 이쁘네요 감사합니다~~,0
2706,hty6***,DOT TWO X_X: 퍼플,20240709,5,,기기도 만족하고 서비스도 주시네요. 감사합니다.,0
2707,yo****,DOT TWO X_X: 블랙,20240527,5,,닷모드 첨샀던게 10년전인데 팟디바이스로 나와주니 반갑고 좋네요 어딘가박혀있을 100w 200w 스퀑크 찾아서 형제샷찍고싶엇는데 안보이네요ㅜㅜ 연초 디저트위주로먹어서 일단 1.0팟 사용중인데 발맥0.8대비 꿀리지 않는 맛표현 뽑아줍니당 0.6에 과멘 넣어서 먹어보려구요 일단 매우만족중입니다 무엇보다 이쁘니까요ㅋㅋㅋ!!,1
2708,alsr******,DOT TWO X_X: 레드,20240522,5,,와 그냥 미쳤네요ㅎ 이때까지 디자인이 맘에들면 맛이별로고 맛은좋은데 디자인이맘에안드는 기기들을 억지로 들고다녔습니다 디자인은 왜 전담계의명품인지 증명하네요 거기다 이번엔 맛표현까지 잡아서 팔방미인이됐습니다 닷미니에서 느꼈던 좌절감을 닷투엑스에서 풀고갑니다 좋은기계 만들어주셔서 감사합니다 눈이즐겁습니다 굿굿,1
2709,rlag********,DOT TWO X_X: 티파니 블루,20240624,5,,좋아요 잘사용중이에요,0
2710,bsta*****,DOT TWO X_X: 블랙,20240613,5,,배송 빠르고 포장도 잘돼어 왔구요 디자인이 정말 깔끔하고 휴대하기 너무 좋네요~,0
2711,12sh***,DOT TWO X_X: 블랙,20240622,5,,역시 닷모드 돌아왔네요 만족합니다!,0
2712,rose****,DOT TWO X_X: 블랙,20240528,5,,빠른배송 좋은제품 사은품 감사♡ 일단 오프라인으로 구매했는데 하루만에 너무 맘에 들어서 온라인으로 1개 더 구매했습니다. 정말 좋은 제품이에요. 감사합니다.,0
2713,heav*******,DOT TWO X_X: 블랙,20240524,5,,"전담 1세대로 카트리지 》 모드기 》 맥모드 를 지나 요즘은 소형기기도 너무 잘나와서 발라리안, 발라리안 맥스, 젤로 쓰면서 대만족 했는데 매번 닷aio 쓰고 대 실망 해서 생각도 안하다 너무 이뻐서 속는샘 치고 주문 해봤는데 이건 뭐 대박이네요 출력 너무 좋고 맛표현은 당근 1등이고 누수는 구조상 나기 어려워 보이고 일단 느무느무 이쁨 !!!",1
2714,kohb***,DOT TWO X_X: 레드,20240517,5,,액상도 많이 들어가고 배터리도 오래 가서 하루종일 신경쓰지 않고 사용할 수 있어서 아주 만족하며 쓰고 있습니다. 항상 무채색만 구매하다가 레드가 이뻐보여서 주문했는데 사진보다도 더 이쁜것 같습니다! 다른 색상들도 이쁘게 잘 빠진거 같아요 배송도 아주 빠르게 주문 하자마자 배송 출발해서 다음날 바로 받았습니다.,3
2715,ktw0***,DOT TWO X_X: 실버,20240517,5,,정말 써보고 싶었던 닷모드 제품을 합리적인 가격에 구매할 수 있어서 너무 좋습니다 ! 출시 전 부터 기다리던 제품 인데 출시 되자마자 주문 했어요 ㅋㅋ 생각보다 가볍고 과멘 먹는데 맛표현 굳입니다~~ 누수 제로 라고 하는데 지금까지는 누수 없습니다 더 사용해보고 한달 후기 작성 할게요 고민 되신다면 바로 구매하세요.. 후회 안합니다 ...강추bb,4
2716,jmk9***,DOT TWO X_X: 블랙,20240712,5,,이쁘고 출력좋고 사은품좋고 다만 살짝아쉽다면 액상이 많이는 안들어가는거같음,0
2717,alsr******,DOT TWO X_X: 레드,20240623,5,,이뻐요 잘쓰고있습니다,0
2718,sd****,DOT TWO X_X: 실버,20240703,5,,2번째 구매 좋습니다!,0
2719,zero*****,DOT TWO X_X: 건메탈,20240723,4,,빠르고 좋아요~~~~,0
2720,1004********,DOT TWO X_X: 블랙,20240619,5,,닷 모드 번갈아 피려고 하나더 구입했어요 ~ 배터리 용량 넉넉합니다 ㅎㅎ,0
2721,mo****,DOT TWO X_X: 블랙,20240605,5,,닷모드는 처음인데 디자인도 성능도 너무 마음에 듭니다 빠른배송도 너무 감사합니다 후에 여건되면 다른색으로 한대 더 들이고 싶네요 그만큼 맘에 듭니다,0
2722,gyuy***,DOT TWO X_X: 퍼플,20240604,5,,설명서엔 사용방법은 안적혀있고 전화상담도안되고 톡톡은 답장도없네요 기기는 8가지이상 써보고 맥스2대 쓰다가 아스몬 4대가지고있었고 하나더사봣는데 제기준로 맛은 아스몬이1등 엑스가2등 맥스가3등 엑스가 연무느낌이나 엑튐 안정감은1등이네요,0
2723,whyy***,DOT TWO X_X: 티파니 블루,20240605,5,,닷은 닷입니다^^ 예전의 닷레기와 다르게 0.6옴 에어홀 개방을 좀더해주니 단맛이 잘 올라옵니다^^ 에어홀을 닫을수록 단맛은 사라지네요 잘사용하겠습니다,0
2724,qkdf******,DOT TWO X_X: 티파니 블루,20240627,5,,벌써 사용한지 한달이 되었네요. 너무 잘 사용하고 잇어요~ 디자인도 세련되서 주변에서 어디서 샀냐고 많이들 물어봅니다!! 닷모드 홍보대사로 활동중이예요.ㅋㅋ,0
2725,rkda******,DOT TWO X_X: 레드,20240720,5,,닷은 갠적으로 레드가 진리같아요~~~~,0
2726,0619********,DOT TWO X_X: 티파니 블루,20240626,5,,갸조오오오흠 일단 돈값확실함 믿고사세요,0
2727,stud*****,DOT TWO X_X: 로얄 블루,20240528,5,,일단 기대했던대로 디자인과 컬러감은 정말 좋습니다. 맛표현은 단맛은 살짝 덜 나오고 쿨링감은 좋은편이네요. 팟용량이 넉넉해서 자주 충전하는 귀찮음이 상당히 해소될듯 합니다. 너무 예뻐서 왠만한건 다 용서되는듯...ㅎㅎ 서비스도 너무 감사합니다.,0
2728,nobl****,DOT TWO X_X: 블랙,20240621,5,,제품 자체가 워낙 좋아서 코멘트가 필요없을듯. 아주 만족합니다.,0
2729,0103********,DOT TWO X_X: 블랙,20240610,5,,전자담배 처음써보는데 지인추천으로 사봤더니 너무좋네요 금연 4 일차입니다ㅎㅎ,0
2730,ww20****,DOT TWO X_X: 실버,20240624,5,,기기도 이쁘고 기기 받으러갔을때 설명도 친절하게 해주셧어요,0
2731,sk****,DOT TWO X_X: 블랙,20240610,5,,블랙도 레드만큼 고급스러운느낌. 그립감도 좋고. 생각했던거보다 사이즈 작고 액상탱크 큼,0
2732,s_****,DOT TWO X_X: 블랙,20240702,5,,"그냥,,좋아요,, 누수는 아닌데 액상을 팟에 다안넣었는데 조금 흐르는?기분이들어여",0
2733,jjsj****,DOT TWO X_X: 티파니 블루,20240622,5,,아주좋아요 잘쓰고있어요,0
2734,cjh4***,DOT TWO X_X: 실버,20240518,5,,와 진짜 사람들이 닷모드 이쁘다 이쁘다하는데엔 이유가 있네요 실물이 진짜 이쁘네요!! 과멘 넣어서 펴봤는데 향을 엄청 또렷히 올려줘서 놀랐습니다! 무화량도 나쁘지 않고 지금 하루 정도 펴봤는데 아직 누수는 없습니다~ 배송도 빠르게 와서 완전 대만족이네요!,3
2735,wolf*****,DOT TWO X_X: 블랙,20240626,5,,누수 없고 배송 빨라요,0
2736,bv78****,DOT TWO X_X: 블랙,20240626,5,,필만하네요 이쁘고 아주 좋아요,0
2737,rlaw*********,DOT TWO X_X: 로얄 블루,20240701,5,,사용하기 너무 좋네여! 배송도 빠르고 감사합니다,0
2738,tjsd*****,DOT TWO X_X: 건메탈,20240610,5,,써본 입호흡 중에 최고에요! 말로만 없다는 누수 진짜 제로! 최강 배터리 최강 용량 이쁜 디자인 꼭 사세요!,0
2739,ms_h*****,DOT TWO X_X: 퍼플,20240606,5,,일단 역시 닷다운 디자인이 너무 이쁩니다. 색감 정말 이쁘네요. 팟이 비싸다는거 빼면 흠잡을데가 없는것 같아요,0
2740,alss****,DOT TWO X_X: 로얄 블루,20240612,5,,배송도 빠르고 좋아요 드립팁이 조금짧아 다른걸로 사야겠네요.,0
2741,ysc3***,DOT TWO X_X: 블랙,20240601,5,,주로 단맛 액상 위주로 사용해와서 닷모드 투엑스가 단맛 표현은 확실히 떨어진다는건 느껴지네요 대신 향 위주의 액상을 물려두니 좋네요 디자인도 배송 속도도 매우 좋습니다,0
2742,ckaf*****,DOT TWO X_X: 실버,20240613,5,,전담이 이쁘네요 잘 사용하겠습니다 코일팟이 빠져서 와서 당황 스럽긴 했습니다 ㅎ,0
2743,dudg*******,DOT TWO X_X: 건메탈,20240809,5,,상태 양호 디자인 양호 배송 양호,0
2744,juns****,DOT TWO X_X: 티파니 블루,20240621,5,,맛표현도 풍부하고 디자인도 좋고 재구매 의사 있네요,0
2745,risi******,DOT TWO X_X: 블랙,20240710,5,,좋아요~ 만족하며 쓰고 있어요~,0
2746,rlax********,DOT TWO X_X: 건메탈,20240612,5,,역대급 전자담배라 생각합니다 지인선물용으로 구매했어요 지인추천 강추,0
2747,kthy******,DOT TWO X_X: 블랙,20240621,5,,빠흔배송 마음에 듭니다 실물이 더 이뻐요,0
2748,tras*****,DOT TWO X_X: 퍼플,20240615,5,,보조배터리를 주시는진몰라서 감동이고 빠른배송도좋아요,0
2749,gian******,닷모드 투엑스 (사은품증정): 레드,20240816,5,,!!!!!!!!!!!!!!!!!,0
2750,rlaw****,DOT TWO X_X: 건메탈,20240529,5,,빠른배송 감사합니다. 서비스 보조배터리 감사히 쓰겠습니다^^ 그립감이 굿!! 많이 파세요,0
2751,rlag********,DOT TWO X_X: 티파니 블루,20240523,5,,"타격감, 맛표현 좋네요 기기만 10개는 넘게 보유중인데 닷투엑스만 가지고다니면 될거같아요 드립팁 주문했는데 품절이라고 연락도 바로주시고 입고되는대로 드립팁 배송 부탁드립니다~ 너무 맘에들어서 조만간 한대 더 주문하겠습니다",1
2752,jang********,DOT TWO X_X: 레드,20240604,5,,기기가 너무 예뻐요 ! 팁은 뺄때 쫌 힘드네요 드립팁 가격이 쫌 나가지만 예뻐용 !,0
2753,dese******,DOT TWO X_X: 티파니 블루,20240610,5,,닷모드 치고 가격대가 저렴한 편이라 부담이 없네요 디자인도 예쁜게 좋습니다,0
2754,isol*****,DOT TWO X_X: 레드,20240702,5,,기기 이것저것 사용해보다 이걸로 정착할듯 외관 성능 다 맘에 듬 아직까지 누수도 못봄 시트러스액상 누수도 없는지 기대됩니다,0
2755,eves***,DOT TWO X_X: 티파니 블루,20240626,5,,싸고 좋은거 같아요,0
2756,kimm***,DOT TWO X_X: 레드,20240616,5,,배송도 빠르고 일단 닷모드하면 디자인이랑 색상인데 둘다 너무 이쁩니다,0
2757,poet******,DOT TWO X_X: 블랙,20240628,5,,잘샀습니다 잘쓸게요.,0
2758,bbak***,DOT TWO X_X: 로얄 블루,20240604,4,,주문 하루만에 왔습니다.개봉하니 엄청 이쁜게 들어있네요..아쉬운건 0.6 추가 주문했는데 1.0이 왔네요 두었다가 써볼께요^^,0
2759,djba*****,DOT TWO X_X: 티파니 블루,20240711,5,,배송빠르고 이뻐요 우체국이라 더좋음,0
2760,rjar******,DOT TWO X_X: 블랙,20240529,5,,주문 후 다음날 바로 받았고 써보니 묵직하고 쫀쫀하니 좋네요 왜 닷투닷투 하는지 알겠습니다. 패키지와 포장도 너무 꼼꼼히 해주셔서 마음에 들어요. 추가로 보내주신 스티커도 잘 쓸게요,0
2761,hms8***,DOT TWO X_X: 블랙,20240611,5,,만족합니다. 단맛도 잘 표현됩니다.,0
2762,nois******,DOT TWO X_X: 퍼플,20240616,5,,역시 디자인 굿 맘에 들어요,0
2763,mini*******,DOT TWO X_X: 레드,20240702,5,,선물한다고 주문했는데디자인 이쁘고 맛표현 좋고 배터리 오래간다고 좋다고 하네요^^,0
2764,kbs3***,DOT TWO X_X: 퍼플,20240529,5,,명불허전 닷모드~~ㅎㅎ 기대 했던대로 너무 이쁘네요~ 배송도 정말 빠르구요~ 챙겨주신 사은품 잘쓰겠습니다~ 조만간 다른 색상으로 하나더 구매 할께요~,1
2765,tatt********,DOT TWO X_X: 퍼플,20240523,5,,겁나 빠르게 잘 받았습니다 서비스도 이것저것 오지게 주셔서 감사합니다,1
2766,tatt********,DOT TWO X_X: 블랙,20240523,5,,겁나 빠르게 잘 받았습니다 서비스도 이것저것 오지게 주셔서 감사합니다,1
2767,tatt********,DOT TWO X_X: 티파니 블루,20240523,5,,겁나 빠르게 잘 받았습니다 서비스도 이것저것 오지게 주셔서 감사합니다,1
2768,tmvh******,DOT TWO X_X: 블랙,20240711,5,,좋아요 누수도없고 ^^,0
2769,kens******,DOT TWO X_X: 건메탈,20240517,5,,"젤로 쓰다가 기변했습니다. 일단 디자인 미쳤구요. 평소에 디저트액상 주로 애용하는데 치즈맛이 이렇게 맛있을 수 있나요? 도대체 코일에 뭘 넣으신거죠? 더웃긴건 일하는 사무실에서 베이핑이 가능한데 계속 베이핑해도 베터리가 왜 줄어들 생각은 안하나요? 디자인,성능,맛표현 어느하나 흠잡을수가 없네요 정말 잘 선택한거 같습니다. 주변지인들에게 소개 많이 할게요.",3
2770,smky****,DOT TWO X_X: 블랙,20240526,5,,배송이 엄청빨라서 좋았어요. 디자인이 깔끔하고 이뻐서 마음에 들었어요. 그리고 한번씩 충전하는걸 잊어먹을때도 있는데 배터리도 오래가서 좋았어요,1
2771,hms8***,DOT TWO X_X: 블랙,20240711,5,,단가 및 소모품이 비싼거 빼고는 좋아요.,0
2772,fkau****,DOT TWO X_X: 퍼플,20240603,5,,색상은 여전히 이쁘고 파이어버튼 디테일은 제일 좋아하는 부분입니다 무게도 들고다니기 나쁘지않으며 개인적인 단맛표현도 민족스러운 느낌이 강해서 잘 구매한거같아요!,0
2773,jjjj*******,DOT TWO X_X: 블랙,20240530,5,,배송 빠르게 잘 도착했어요. 디자인이 넘 예쁘고 측면이 라운드 설계 되어있어서 그립감도 좋아요. 누수도 전혀 없고 맛표현도 뛰어나서 만족스러워요.,0
2774,thki****,DOT TWO X_X: 블랙,20240715,5,,배송도 빠르고 품질도 좋습니다.,0
2775,lbk1***,DOT TWO X_X: 건메탈,20240608,5,,간지나는 구성에 디자인 끝내주구요~ 즐거운 베이핑하겠습니다. 감사합니다 😄,0
2776,joon********,DOT TWO X_X: 퍼플,20240618,5,,새친구 영입은 언제나 만족이쥬~,0
2777,nann*******,DOT TWO X_X: 블랙,20240716,5,,굿굿 투엑스만 3대입니다,0
2778,into****,DOT TWO X_X: 블랙,20240605,5,,사이즈가 크지 않고 가벼워서 휴대하기 좋을거 같아요 정보창에서 다양하게 설정하고 볼 수 있어서 편리하고 색상도 멋지네요,0
2779,jr****,DOT TWO X_X: 블랙,20240528,5,,간만에 구매한 팟형 전자담배 다른 기업의 초기모델은 연무량이나 기기 경험이 좋지 않았던 기억이 있어 꺼렸으나 닷모드 명성을 믿고 구매해봅니다 생각보다 컴팩트하고 가볍고 사용하기 간편하네요 누수 잡으려는 설계가 눈에 보여서 든든합니다 잘 사용해보겠습니다 ^^,0
2780,wndu*******,DOT TWO X_X: 블랙,20240520,5,,"배송 엄청 빨리 왔어요!! 디자인 너무 예쁘고ㅠㅠ 맛 표현, 타격감 다 잡은 것 같아요 그리고 드립팁 교체 가능 하다는 것도 최고예요 좋은 기기 내주셔서 감사합니다 잘 쓸게요!!!!!!!",2
2781,zipp******,DOT TWO X_X: 티파니 블루,20240714,5,,닷모드 투엑스 최고에요^^,0
2782,kk****,DOT TWO X_X: 건메탈,20240625,5,,오~이뻐요 잘쓸께요,0
2783,ma****,DOT TWO X_X: 로얄 블루,20240704,5,,배송도 빠르고 포장도 꼼꼼히 잘해주셔서 감사합니다.,0
2784,akah***,DOT TWO X_X: 퍼플,20240528,5,,맛표현 무화량 디자인 출력 배터리 어디하나 빠지지 않는 다재다능한 기기 입니다 !! 실물이 100만배는 예뻐요 살짝 라운딩 된 디자인이라 그립감도 굿입니다 아직 단점을 못찾았습니다,0
2785,121r***,DOT TWO X_X: 블랙,20240710,5,,아주 좋아요 감사합니다,0
2786,tt****,DOT TWO X_X: 블랙,20240611,5,,기존 사용하던 닷모드 미니 사망하고 새로 구입 잘쓸께여~~신제품이라 그런지 좋네여,0
2787,juj7***,DOT TWO X_X: 건메탈,20240712,5,,배송이빠르고항상이제품만써요,0
2788,mung******,DOT TWO X_X: 티파니 블루,20240528,5,,누수없는게 제일큰 장점같습니다.누수지옥에어 탈출이에요! 무화량은 입호흡기기치곤 많은편이구 맛도 잘느껴져요. 계속사용하고싶은 맘이네요.,0
2789,life******,DOT TWO X_X: 건메탈,20240604,5,,액상 전담 처음이라 지인 추천으로 구매했어요~ 사은품도 넉넉~,0
2790,choc******,DOT TWO X_X: 블랙,20240608,5,,빠른배송 깔끔한 포장 감사합니다~~ 잘쓰겠습니다,0
2791,ho****,DOT TWO X_X: 티파니 블루,20240617,2,,코일이 너무 금방 까매지네요... 뭐가문제인건지..,0
2792,dbtj******,DOT TWO X_X: 실버,20240622,5,,편리하고 좋네요 그런데 팟에는 누수가 좀있어요ㅠㅠ,0
2793,kkim********,DOT TWO X_X: 로얄 블루,20240707,5,,아주좋아요 만족합니다 많이파세요,0
2794,park********,DOT TWO X_X: 블랙,20240611,5,,사장님 다음에 살 일 있다면 여기서 또 살게요 주위에도 추천 많이했어요 구웃,0
