,작성자,제품명,리뷰작성일,별점,한달 사용기,리뷰 내용,도움 수
2879,ho****,컬러: 글로 하이퍼 (말라카이트 틸),20241109,5,,조아유 글로만 사용합니다!,0
2880,next****,컬러: 글로 하이퍼 (코발트 블루),20241102,4,,일딴 디자인이 고급스럽습니다. 손에 감기는 느낌도 좋네요. 퀄리티에 비해 가격이 저렴한게 장점이며 또한 지속력도 괜찮은 편입니다. 잘 쓸께요...,0
2881,tjdd******,컬러: 글로 하이퍼 (애미시스트 퍼플),20241108,5,,색상 예쁘고 오래가서 좋아요,0
2882,kcys******,컬러: 글로 하이퍼 (말라카이트 틸),20241113,3,,청소솔이 좀짧아서 ㅜ,0
2883,real****,컬러: 글로 하이퍼 (애미시스트 퍼플),20241015,5,,하이퍼 에어에 비해 온도가 높아서 그런지 연무량도 좋고..무엇보다도 사용시간을 확인할 수있는점이 좋습니다. 생각보다 충전을 자주해야 되는점이 단점이기는 하지만 흡연량이 많지 않다면 하루사용하기 충분합니다.,0
2884,loma***,컬러: 글로 하이퍼 (애미시스트 퍼플),20241101,5,,색 예쁘네요. 블랙사고 추가로 하나 더 겟!,0
2885,ena8***,컬러: 글로 하이퍼 (애미시스트 퍼플),20241111,5,,기존에 사용하던 제품과는 확연히 차이가나구요 빠른부스터랑 그립감이 너무좋네요 만족합니다~,0
2886,bs****,컬러: 글로 하이퍼 (말라카이트 틸),20241128,4,,조아요 조아요 조아요,0
2887,jisu*****,컬러: 글로 하이퍼 (그래파이트 블랙),20241104,5,,가볍고 그립감도 좋아요 색상이 더 다양했으면 좋겠어요,0
2888,akj7*****,컬러: 글로 하이퍼 (말라카이트 틸),20241019,5,,타격감도 괜찮고 배터리도 오래가구 괜찮네요... 디자인도 예쁘고 가벼워서 외출시 가지고 다니기 편하네요.,0
2889,kimh********,컬러: 글로 하이퍼 (애미시스트 퍼플),20241118,5,,잘 쓰고 잇어요. 가격인하 기다리는 중입니다. 넘 좋아요. 재구매 대기중,0
2890,ru****,컬러: 글로 하이퍼 (말라카이트 틸),20241124,5,,조아요조아요조아요조아요,0
2891,dngm*****,컬러: 글로 하이퍼 (애미시스트 퍼플),20241107,5,,새로운거 나올때마다 구매중,0
2892,ceo5****,컬러: 글로 하이퍼 (말라카이트 틸),20241114,3,,한달을 써보니 흡입량은 별로 안나오네요;;; 이제 그 기기가 익숙해지면 흡입량이 좀 나올것같아요… 아직은 미적응이라 잘 안되네요,0
2893,gun5***,컬러: 글로 하이퍼 (말라카이트 틸),20241028,4,,한번에 2개 구매해서 돌려쓰고 있는데 매번 느끼지만 배터리가 오래가고 내구성도 좋아 만족스럽습니다,0
2894,so99****,컬러: 글로 하이퍼 (그래파이트 블랙),20241128,4,,전 그전 제품이 좋은듯 합니다 그냥 쓰고있네요,0
2895,muck****,컬러: 글로 하이퍼 (말라카이트 틸),20241022,4,,블랙 사고 맘에 들어서 틸도 하나 삼. 틸이 더 이쁘고 색도 부담스럽지 않음. 근데 까자마자 도장 찐빠난 거 보여서 슬픔,0
2896,kwg0***,컬러: 글로 하이퍼 (애미시스트 퍼플),20241110,5,,사용전이지만 잘 구매한듯,0
2897,yoof*****,컬러: 글로 하이퍼 (그래파이트 블랙),20241125,4,,점점 좋아지네요 전꺼보다 괜찮아요,0
2898,c128****,컬러: 글로 하이퍼 (애미시스트 퍼플),20241105,3,,청소하기 불편하고 담배재는 안에 남아 있는것 같아요,0
2899,jupi*******,컬러: 글로 하이퍼 (애미시스트 퍼플),20241104,5,,제품의 상세설명과 동일합니다. 잘쓰겠습니다,0
2900,jupi*******,컬러: 글로 하이퍼 (코발트 블루),20241104,5,,제품의 상세설명과 동일합니다. 잘쓰겠습니다,0
2901,jjum****,컬러: 글로 하이퍼 (그래파이트 블랙),20241117,5,,말이필요없음. 프로와 함께사용중. 번갈아가면서 사용 하면좋음.,0
2902,bart******,컬러: 글로 하이퍼 (그래파이트 블랙),20241105,5,,감사합니다 잘쓸게요,0
2903,seve******,컬러: 글로 하이퍼 (그래파이트 블랙),20241102,5,,크기도좋고 배터리확인창도 눈에쉽게보여좋네요,0
2904,hsbs***,컬러: 글로 하이퍼 (그래파이트 블랙),20241007,5,,예전 제품보다 그립감과 디자인이 훨씬 좋아진듯 합니다. 손에 느껴지는 재질 느낌도 좋구요. 대체적으로 가격대비 매우 만족 합니다.,0
2905,chia***,컬러: 글로 하이퍼 (그래파이트 블랙),20241125,4,,그립감 좋고 깔끔하고 만족함,0
2906,hung******,컬러: 글로 하이퍼 (그래파이트 블랙),20241024,5,,배송빠르고 분무량이 좋음,0
2907,psw8****,컬러: 글로 하이퍼 (애미시스트 퍼플),20241126,5,,깔끔한 디자잉이 맘에들었음,0
2908,oksu*****,컬러: 글로 하이퍼 (말라카이트 틸),20241019,5,,너무 좋아요 전에껀 피우는건지 아닌지 2개 연달아 피워야 했는데..이번건 충전도 빠르고 흡입력도 좋고 1나만 피워도 너무 만족 합니다.,0
2909,ice0***,컬러: 글로 하이퍼 (그래파이트 블랙),20241114,5,,"x2, 하이퍼슬림 두 종류 사용하다가 구매했는데 이 제품이 더 좋습니다. 빠른 가열이 인상작이고 흡입, 맛도 더 좋은 것 같네요.",0
2910,skym********,컬러: 글로 하이퍼 (코발트 블루),20240926,5,,에어사용중 새로운 하이퍼 나왔길래 구매했어요 잘 사용하겠습니다.^^,0
2911,yr01***,컬러: 글로 하이퍼 (코발트 블루),20241126,3,,부스터가 강해서 그런지 찐내같은게 심하네요,0
2912,popo*****,컬러: 글로 하이퍼 (코발트 블루),20241105,5,,배송도 빠르고 제품도 좋아요,0
2913,kth3***,컬러: 글로 하이퍼 (코발트 블루),20241128,5,,연무량이 많고 베터리가 오래가요,0
2914,7par*******,컬러: 글로 하이퍼 (그래파이트 블랙),20241119,5,,역시 믿고 쓰는 글로!! 글로 1세대부터 해서 꾸준히 쓰고 있습니다. 이번 기계는 그립감이 좋네요,0
2915,leon****,컬러: 글로 하이퍼 (그래파이트 블랙),20241108,5,,밧데리도 오래가고 잘 데워지네요,0
2916,bflo*******,컬러: 글로 하이퍼 (코발트 블루),20241129,5,,두번째주문 잘쓰겟습니다,0
2917,i_wa*****,컬러: 글로 하이퍼 (말라카이트 틸),20241126,5,,전자담배는 글로가 좋아요,0
2918,inho*****,컬러: 글로 하이퍼 (애미시스트 퍼플),20241107,5,,하이퍼2랑 타격감이 비슷해서 좋네요,0
2919,rl****,컬러: 글로 하이퍼 (애미시스트 퍼플),20241126,5,,좋으네요~~ 잘쓰고있습니다.,0
2920,qhrb*****,컬러: 글로 하이퍼 (그래파이트 블랙),20241027,5,,굿 좋아요 생각보다 초중반 연무량 타갹감 좋네요,0
2921,ssan****,컬러: 글로 하이퍼 (코발트 블루),20241201,5,,역시 글로 좋습니다,0
2922,jh****,컬러: 글로 하이퍼 (그래파이트 블랙),20240928,5,,"사용해봤는데 성능 좋습니다. 타격감도 쎄고 연기량도 좋고 그립감도 좋고 사용법도 간단하고... 단지 하이퍼 전용이 4,800원하는게 좀 그렇지만ㅋ 나에게 맞는거 찾는것도 일이네요ㅎ 가성비 좋습니다. 많이 파세요~~~",0
2923,yc****,컬러: 글로 하이퍼 (코발트 블루),20241125,4,,가격만 비싸고 기존과 차이가 별로 느끼는게 없어요..,0
2924,huni****,컬러: 글로 하이퍼 (그래파이트 블랙),20241110,5,,정말 잘 쓰고있어요,0
2925,park*****,컬러: 글로 하이퍼 (그래파이트 블랙),20241108,5,,배송 빠르고 좋네요.,0
2926,yale*******,컬러: 글로 하이퍼 (애미시스트 퍼플),20241107,5,,기기는 너무 만족하는데 담배맛이 …,0
2927,skyh*******,컬러: 글로 하이퍼 (그래파이트 블랙),20241124,5,,상당히 만족합니다. 좋아요,0
2928,as****,컬러: 글로 하이퍼 (그래파이트 블랙),20241102,5,,이전버전사용했는데 무게도가볍고 사이즈가 컴팩트해졌어요,0
2929,hiss***,컬러: 글로 하이퍼 (애미시스트 퍼플),20241101,5,,잘 받았습니다. 기기가 슬림하고 예뻐요,0
2930,bbog***,컬러: 글로 하이퍼 (그래파이트 블랙),20241125,5,,글로 업그레이드되서 좋아요,0
2931,l2ta***,컬러: 글로 하이퍼 (코발트 블루),20241105,5,,네이버 페이가 있어서 저렴하게 구매 했네요,0
2932,cast******,컬러: 글로 하이퍼 (그래파이트 블랙),20241109,5,,좋습니다 좋습네다 히히,0
2933,dnfc*****,컬러: 글로 하이퍼 (그래파이트 블랙),20241113,5,,as도 빠르고 좋아,0
2934,tk****,컬러: 글로 하이퍼 (그래파이트 블랙),20241126,5,,배송 빠르고 상품 만족합니다.,0
2935,sang*****,컬러: 글로 하이퍼 (애미시스트 퍼플),20241101,5,,배송 빠르고 정상제품 잘 도착했어요^^,0
2936,ramj*******,컬러: 글로 하이퍼 (그래파이트 블랙),20241012,5,,진짜 애증입니다 애증.... 구 글로 5개 기기가 다 사망하셔서 어쩔수없이 하이퍼로 넘어왔어요. 에어는 진짜 별로인데 이 친구는 조금 괜찮네요. 넘어오시는분들 절대 에어 사지 마시고 이거 사세요.,0
2937,k2yb***,컬러: 글로 하이퍼 (말라카이트 틸),20241124,5,,저렴하거 괜찮은 제품. 디지털부가 led로 바뀌면 조금 싸졌네요,0
2938,pos9***,컬러: 글로 하이퍼 (그래파이트 블랙),20241118,5,,깔끔해서 좋네요 그런데 설명서가 조금 더 상세했으면 좋겠어요,0
2939,suya****,컬러: 글로 하이퍼 (애미시스트 퍼플),20241119,5,,배송3일 걸리고 밤늦게 도착한게 흠이지만 다른건 다만족합니다,0
2940,gw****,컬러: 글로 하이퍼 (말라카이트 틸),20241029,5,,그간 제품보다 완전연소가 된다는 느낌 배터리 충전빠르고 좋습니다,0
2941,32****,컬러: 글로 하이퍼 (말라카이트 틸),20241127,5,,음 담배 자체는 괜찮네요!!,0
2942,gmlw******,컬러: 글로 하이퍼 (그래파이트 블랙),20241030,5,,정말좋아요 두번째 구매입니다,0
2943,kiki****,컬러: 글로 하이퍼 (그래파이트 블랙),20241101,5,,가성비 좋네요~^^ 잘써볼께요!!,0
2944,soul********,컬러: 글로 하이퍼 (그래파이트 블랙),20241109,4,,그냥저냥 쓸만합니다,0
2945,devi****,컬러: 글로 하이퍼 (코발트 블루),20241128,5,,괜찮네요 좋습니다.,0
2946,gugn****,컬러: 글로 하이퍼 (그래파이트 블랙),20241113,5,,잘쓸께요~~~~~~,0
2947,bo****,컬러: 글로 하이퍼 (애미시스트 퍼플),20241118,3,,다 피고나서 기기 열감이나 담배 찐냄새가 오래갑니다. 피고 주머니에 넣어두면 주머니에서 냄새 오지네요,0
2948,worl********,컬러: 글로 하이퍼 (코발트 블루),20241120,5,,처음에는 맛이 달라서 그랬지만 적응하니 괜찮고 좋네요,0
2949,dltn********,컬러: 글로 하이퍼 (그래파이트 블랙),20241026,5,,타격감 좋고 디자인도 고급스럽네요. 담배가 4800원인건 좀 아쉽ㅠ,0
2950,ho20****,컬러: 글로 하이퍼 (코발트 블루),20241126,5,,기존제품보다 타격감이 좋습니다,0
2951,ja****,컬러: 글로 하이퍼 (애미시스트 퍼플),20241121,4,,디자인 좋고 기능도 괜찮습니다,0
2952,solo******,컬러: 글로 하이퍼 (그래파이트 블랙),20241019,5,,새로운 기기 나올때마다 구매중. 이번게 제일 마음에 듭니다. 특판때마다 항상 저렴하게 구매하네요.,0
2953,qp****,컬러: 글로 하이퍼 (말라카이트 틸),20241106,5,,저렴하게 잘사서 사용중입니다,0
2954,ssic******,컬러: 글로 하이퍼 (그래파이트 블랙),20241120,5,,빠른배송에 배터리도 너무 좋습니다,0
2955,hoth****,컬러: 글로 하이퍼 (그래파이트 블랙),20241124,5,,다른 전담과는 차원이 다릅니다 필만 합니다,0
2956,ph81****,컬러: 글로 하이퍼 (애미시스트 퍼플),20241022,5,,글로 하이퍼 할인하길래 저렴하게 구입했고 글로 자체가 처음이라 아직 사용전인데 제품 패키징 깔끔하고 고급스러워서 맘에 드네요,0
2957,taeg*******,컬러: 글로 하이퍼 (그래파이트 블랙),20241015,2,,기대를 많이 했었는데 글로 하이퍼 특유의 사용시 일정하지 않은 흡입감은 여전하네요.. 개인적으로 전 모델 에어에 비하면 10% 성능 향상 된 거 같습니다..,0
2958,kang****,컬러: 글로 하이퍼 (코발트 블루),20241021,5,,에어 사용하고 있었는데 에어를 방치하게 되네요. 처음부터 끝나기 조금전 까지 좋네요. 할인쿠폰 있으면 하나 더 구매하고 싶네요ㅋ,0
2959,isla****,컬러: 글로 하이퍼 (그래파이트 블랙),20241127,5,,맛이 뭔가 깊어진듯합니다,0
2960,berk*****,컬러: 글로 하이퍼 (애미시스트 퍼플),20241102,5,,처음 사용해보는데 나름 괜찮네요,0
2961,dydw******,컬러: 글로 하이퍼 (말라카이트 틸),20241120,5,,빠른배송이 좋습니다 감사합니다,0
2962,hi****,컬러: 글로 하이퍼 (애미시스트 퍼플),20240914,5,,"1. 크기: 손 큰 남자 손에 딱 들어오는 정도에 그립감도 괜찮네요. 2. 색상: 퍼플인디 딥퍼플로 생각보다 고급스러워요. 3. 발열: 흡연시 살짝 뜨거움과 따듯한 정도의 발열이 느껴집니다. 4. 연무량: 구형 일반버전, 슬림버전 둘다 사용했는데 연무량이 살짝 덜한거 같아 조금 이부분은 아쉬워요. 5. 흡입감: 이전 버전과 비교 시에 좀더 쭉 빨리는 느낌이 있어요. 6. 담배 맛: 계속 부스트를 피어왔는데 맛 차이는 크게 없고 이전 일반 네오 버전보다 하이퍼가 멘솔향이 더 쎄네요. 프레쉬를 구매해서 비교해봐야겠어요.",1
2963,fish********,컬러: 글로 하이퍼 (그래파이트 블랙),20241102,5,,기존꺼보다 견고하구 좋아졌네요,0
2964,wjsw*******,컬러: 글로 하이퍼 (애미시스트 퍼플),20241027,5,,기존에 사용하고 있던 제품이 단종이라 새로운거 구입해봤어요 기존 제품보다 그립감이나 사용이 좀 더 낫다고 하네요,0
2965,answ*****,컬러: 글로 하이퍼 (그래파이트 블랙),20241126,5,,가볍고 충전도 빠르고 좋습니다,0
2966,ehdw*****,컬러: 글로 하이퍼 (말라카이트 틸),20241121,4,,밧데리가 오래갑니다. 그걸로 만족ㅎ,0
2967,ryum****,컬러: 글로 하이퍼 (그래파이트 블랙),20241102,3,,배송이 빨라서 좋아요,0
2968,jung***,컬러: 글로 하이퍼 (그래파이트 블랙),20241014,5,,글로 에어만 쓰다가 새로 구매했습니다. 기계가 작아져서 마음에 들고 휴대하기 편하네요. 그립감도 만족스럽습니다.,0
2969,et52***,컬러: 글로 하이퍼 (애미시스트 퍼플),20241126,5,,예전기기보다 훨씬좋으네요,0
2970,gj****,컬러: 글로 하이퍼 (그래파이트 블랙),20241025,3,,한달딱쓰니 작동은되는데 진동이 안울립니다.. 기존모델은 이상없이 잘사용했는데 아쉽네요 ㅠ,0
2971,mysh****,컬러: 글로 하이퍼 (말라카이트 틸),20241109,5,,좋내요 딱원하는거였어요.,0
2972,glan***,컬러: 글로 하이퍼 (그래파이트 블랙),20241027,5,,빠는배송 감사합니다 잘쓸께요,0
2973,dong*****,컬러: 글로 하이퍼 (코발트 블루),20241102,5,,가성비 좋고 대체로 만족합니다,0
2974,swir*****,컬러: 글로 하이퍼 (그래파이트 블랙),20241107,5,,벌써 4개째 구매했어요,0
2975,park********,컬러: 글로 하이퍼 (말라카이트 틸),20241221,5,,좋습니다. 좋습니다.,0
2976,my****,컬러: 글로 하이퍼 (코발트 블루),20241031,5,,사용전 이지만 그립감좋고 너무예쁘네요,0
2977,jaka*****,컬러: 글로 하이퍼 (애미시스트 퍼플),20241126,5,,사용량이 좀더 길어졌어요,0
2978,bbog***,컬러: 글로 하이퍼 (그래파이트 블랙),20241125,5,,글로 업그레이드 맛이 달라짐,0
2979,love******,컬러: 글로 하이퍼 (애미시스트 퍼플),20241020,5,,첫 전담인데 좋습니다 사람들 꺼 다 펴봤는데 저는 글로가 제일 좋아서 글로로 샀어요 이제 연초와 멀어졌어요,0
2980,pogo***,컬러: 글로 하이퍼 (그래파이트 블랙),20241104,5,,저렴하게 잘 샀어요,0
2981,gjh0***,컬러: 글로 하이퍼 (그래파이트 블랙),20241101,5,,잘받았습니다. 만족합니다.,0
2982,gjpa*****,컬러: 글로 하이퍼 (코발트 블루),20241118,5,,기기만 달라져도 담배 타격감이 많이 좋아짐을 느낍니다.,0
2983,hm****,컬러: 글로 하이퍼 (코발트 블루),20241124,5,,디자인 분무량 좋아요,0
2984,psyc********,컬러: 글로 하이퍼 (말라카이트 틸),20241028,5,,잘 되네요 전버전보다 개선감이 있습니다,0
2985,saka*****,컬러: 글로 하이퍼 (말라카이트 틸),20241014,5,,"글로 2개, 하이퍼 4개를 총 6개를 구매했지만 이번 제품이 가장 마음에 듭니다. 구동력도 그렇고요.",0
2986,mik0***,컬러: 글로 하이퍼 (애미시스트 퍼플),20241115,5,,"에어쓰다가 프로로 넘어왔는데 확실히 맛, 타격감, 직관성 등등 훨씬 좋아졌네요!",0
2987,gunp****,컬러: 글로 하이퍼 (그래파이트 블랙),20241117,5,,기존 제품이 일정 기간 지나면 스틱이 헐겁게 빠지는 경우가 많은데 본 제품은 이런게 덜 합니다.,0
2988,ni****,컬러: 글로 하이퍼 (말라카이트 틸),20241029,5,,좋아요 아주 좋아요 매우 좋아요,0
2989,zino****,컬러: 글로 하이퍼 (코발트 블루),20241102,5,,글로 구버전 쓰다가 넘어왔는데 만족 중입니다.,0
2990,higo***,컬러: 글로 하이퍼 (코발트 블루),20241122,5,,배송빠르고싸게구매했습니다,0
2991,masa****,컬러: 글로 하이퍼 (그래파이트 블랙),20240930,5,,"다른제품 사용하다가 신제품 출시되어, 몇년만에 다시 이용해 봅니다. 기기는 그립김, 디자인, 휴대성이 훨씬 좋아졌습니다. 네오 맛은 여전한데, 굵어져서 그런지 좀 더 깊이감?이라고 해야할까요. 뉴네오가 좀더 연무량, 맛이 풍성해진거 같습니다.",0
2992,sa10******,컬러: 글로 하이퍼 (그래파이트 블랙),20241005,4,,일단 제품은 만족합니다. 예전 글로 프로 쓰다가 고질적인 이슈인 충전이 안되어서 기변했습니다. 디자인도 예쁘고 성능도 만족하는데 하나 아쉽다면 기계가 너무 미끄러워요. 놓칠까봐 불안합니다. 개선되었으면 하네요,0
2993,knsf***,컬러: 글로 하이퍼 (애미시스트 퍼플),20241102,4,,일단 타격감이 좋고 연무량도 좋습니다,0
2994,miga*****,컬러: 글로 하이퍼 (코발트 블루),20240927,1,,하이퍼 에어에비해 아주 쬐끔 연무량 좋긴하나 슬림에비해서는 턱없이 부족한 연무량 연무시간등 아래어떤분 후기처럼 이건 기기문제가 아니라 담배 문제인거같네여 . 매출증가 목적으로 의도적으로 연무량 연무시간 줄인거같음 합리적인 의심이 듭니다 글로초창기때부터 하루2갑씩 구매해왔는데 개선이 안되다면 다른담배로 갈수밖에 없겠네요 얼른 개선좀 해주세여 어떻게 신형이 구형보다 못한건지;;;,2
2995,dbtj******,컬러: 글로 하이퍼 (그래파이트 블랙),20240925,4,,기존 글로부터 해당 제품까지 시리즈마자 사용하였습니다. 하이퍼 스틱으로 갈아타서 스틱 호환가능한 두 제품간 비교하였습니다. (에어는 쓰레기라 제외ㅋ) ㅡ x2와 몇십도 차이지만 흡입시 강한 열감이 느껴집니다. 제 입술이 약해서 부스트 모드는 못쓸듯하네요. ㅡ 사용 후 담배 상태를 보시면 알겠지만 아주 강하게 히팅하여 타격감은 월등해졌네요. 운무량은 비슷한것 같습니다. 총론: 입술/기관지 약하?신분은 노멀 모드로만 즐기세요,1
2996,ceo5****,컬러: 글로 하이퍼 (말라카이트 틸),20241015,4,,저희아빠 선물로 전자담배 하나 구매 했는데 퍼플부스트 스틱을 넣어서 했습니다 맨처음에흡입했을때 좀 맛은 별로 안좋다고 합니다… 그래도 무게는 가벼워서 좋은데… 아직은 별로 라고 하는데.. 어느정도 익숙해지면 괜찮을꺼에용,0
2997,chas********,컬러: 글로 하이퍼 (그래파이트 블랙),20241030,5,,잘쓸게요 저렴하게 잘산거같아요ㅎㅎ,0
2998,sms6****,컬러: 글로 하이퍼 (그래파이트 블랙),20241124,5,,굳굳굳....$ .좋아요,0
2999,luck****,컬러: 글로 하이퍼 (말라카이트 틸),20241123,4,,연초보다 냄새도 안나고 좋습니다,0
3000,s2sy******,컬러: 글로 하이퍼 (그래파이트 블랙),20241026,5,,점점발전해가는 모습 좋아요 ㅎㅎ 정말굿,0
3001,boce****,컬러: 글로 하이퍼 (애미시스트 퍼플),20241026,5,,"제품이 이쁘네요. 스틱이 4,800원입니다.",0
3002,gwei***,컬러: 글로 하이퍼 (그래파이트 블랙),20240912,5,,"일단 패키징도 그렇고 마감이나 그립감 아주 고급스럽습니다. 아주 만족하고, 아직 사용을 많이 하지 않았지만, 맛도 만족하고 이전 제품들은 기계가 터질 것처럼 과열이 되었지만 그렇지는 않아서 더 만족스럽네요. 프로제품 상태창이 좀 끌렸었는데, 이 제품 배터리 표시 버튼자체도 터치감도 좋고 LED불빛으로 잔량을 표시해주는게 허접스럽지 않아서 아주아주 만족합니다. 글로 제품중 가장 만족도가 높습니다. 고민 하시는분들 지금 기회에 얼릉 지르시길 강추드립니다!! 일단 질러보세요 만족하실겁니다!!",0
3003,9366***,컬러: 글로 하이퍼 (그래파이트 블랙),20241021,5,,저렴한 가격에 아주 만족합니다 디자인도 이쁘고 진작바꿀껄 하는 생각이들었네요,0
3004,lano***,컬러: 글로 하이퍼 (애미시스트 퍼플),20241118,5,,흡입력도 좋고 기존것과 차이가 확실하네요,0
3005,iron*****,컬러: 글로 하이퍼 (코발트 블루),20241030,5,,"배송 빠르고, 제품도 저렴하게 구매했습니다.",0
3006,hous****,컬러: 글로 하이퍼 (그래파이트 블랙),20241123,5,,맛 연무량 다 훌륭합니다,0
3007,boru*****,컬러: 글로 하이퍼 (그래파이트 블랙),20241117,5,,좋네요 글로껀 거의 다 사서 써봤는데 심플한게 괜찮아요,0
3008,chob****,컬러: 글로 하이퍼 (애미시스트 퍼플),20241118,5,,너무 잘 쓰고 있어요 만족합니다,0
3009,ct****,컬러: 글로 하이퍼 (코발트 블루),20241031,5,,충전상태도 확인 가능하고 연무도 풍부하게 잘 나네요,0
3010,yjs0****,컬러: 글로 하이퍼 (그래파이트 블랙),20241102,5,,비슷한데 조금더 오래가는거같아요,0
3011,daer****,컬러: 글로 하이퍼 (애미시스트 퍼플),20241002,4,,"이전 제품(하이퍼X2) 처럼 네오스틱의 일부분만 집중적으로 가열되는 것이 아니라 스틱의 많은 표면적이 고루 가열되도록 하여 풍미가 향상된 점과, 히팅에 소요되는 시간이 대폭 감소된 점은 좋았습니다. 다만 부스트 모드의 지속시간이 이전 제품에 비하여 다소 짧아진 점이 아쉽습니다.",1
3012,hyho****,컬러: 글로 하이퍼 (애미시스트 퍼플),20241116,5,,이전에 프로 쓰다가 잊어버려서 다시 구매했는데 싸고 좋아요^^,0
3013,sjh1***,컬러: 글로 하이퍼 (그래파이트 블랙),20241125,5,,배송빠르고좋습니다~~~~~,0
3014,sorg*****,컬러: 글로 하이퍼 (코발트 블루),20241101,4,,일반 모드와 부스트 모드와 맛의 차이가 거의 없어서 부스트 모드만 사용하게 되네요. 그러다 보니 배터리 닳는 속도가 많은 편입니다. 중간에 바로 OFF할 수 있는 기능이 있어서 좋습니다 글로가 많이 발전했네요.,0
3015,sky5***,컬러: 글로 하이퍼 (그래파이트 블랙),20240914,5,,기존에 글로제품을 써오다가 하이퍼로 넘어오게 되었습니다. 맛도 좋아지고 기존에 없던 타격감도 조금 있어서 좋네요. 전체적으로 업그레이드 된 느낌이 들어서 만족합니다.,0
3016,gmlw******,컬러: 글로 하이퍼 (말라카이트 틸),20241030,5,,정말좋습니다 잘사용하고 있습니다,0
3017,hosi******,컬러: 글로 하이퍼 (코발트 블루),20241105,5,,저렴한가격에 좋습니다 ㅎㅎ,0
3018,fish****,컬러: 글로 하이퍼 (애미시스트 퍼플),20241103,5,,연무도 풍부하고 괜찮습니다,0
3019,wa****,컬러: 글로 하이퍼 (그래파이트 블랙),20241029,5,,슬림쓰다 단종되어 바꿨눈대 만족함니다,0
3020,hsho****,컬러: 글로 하이퍼 (말라카이트 틸),20241019,5,,다른 제품 사용중에 글로 제품 첨 구매 했는데 넘 만족 하네요…후회 안해요^^,0
3021,rmeo****,컬러: 글로 하이퍼 (말라카이트 틸),20241101,5,,색상도 예쁘고 아주 만족해요,0
3022,kwon****,컬러: 글로 하이퍼 (말라카이트 틸),20241031,5,,예전부터 너무나 잘쓰고 있습니다 4500원으로 내려주세요,0
3023,kaza*****,컬러: 글로 하이퍼 (그래파이트 블랙),20241030,5,,빠른 배송 감사합니다,0
3024,red_*****,컬러: 글로 하이퍼 (코발트 블루),20241120,5,,글로^^... 고장만 안나면 좋겠네요,0
3025,kws3***,컬러: 글로 하이퍼 (애미시스트 퍼플),20241015,5,,연초 대용으로 좋네요. 구매후 연초 대용으로 아주 좋습니다. 기존 기기 대비 찐내가 줄어드는지는 잘 모르겠네요. 퍼플로 깔맞춤 했습니다,0
3026,kbst******,컬러: 글로 하이퍼 (코발트 블루),20241122,4,,생각보다 색생이 이쁨,0
3027,fa****,컬러: 글로 하이퍼 (애미시스트 퍼플),20241124,5,,무지 빨리 와서 좋았습니다,0
3028,sjun***,컬러: 글로 하이퍼 (그래파이트 블랙),20241024,5,,하이퍼 프로와 슬림을 쓰고 있는데 일반제품은 어떨지 기대가 됩니다,0
3029,va****,컬러: 글로 하이퍼 (그래파이트 블랙),20241115,5,,"디자인 굿, 휴대성 굿, 경량 굿, 베터리 지속시간 굿, 연무량 굿!!!! 합격!!!!!",0
3030,goml***,컬러: 글로 하이퍼 (말라카이트 틸),20241031,4,,원하더 물건이라 아주만족해요 ㅎ,0
3031,3581***,컬러: 글로 하이퍼 (애미시스트 퍼플),20241118,5,,빠른배송과 하자없는 제품에 만족합니다,0
3032,s2sy******,컬러: 글로 하이퍼 (말라카이트 틸),20241026,5,,글로초기부터 사용중입니다 점점발전해가는 모습 좋아요 ㅎㅎ,0
3033,daer****,컬러: 글로 하이퍼 (그래파이트 블랙),20241002,4,,"이전 제품(하이퍼X2) 처럼 네오스틱의 일부분만 집중적으로 가열되는 것이 아니라 스틱의 많은 표면적이 고루 가열되도록 하여 풍미가 향상된 점과, 히팅에 소요되는 시간이 대폭 감소된 점은 좋았습니다. 다만 부스트 모드의 지속시간이 이전 제품에 비하여 다소 짧아진 점이 아쉽습니다.",0
3034,chik****,컬러: 글로 하이퍼 (그래파이트 블랙),20241120,4,,빠른배송감사합니다.,0
3035,soma*****,컬러: 글로 하이퍼 (그래파이트 블랙),20241029,3,,이용기간 2달정도부터 담배가 끼어 끊어지는 경우가 자주 발생합니다. 청소 클리너 길이가 짧아 잔여물을 제거하는데 상당히 어렵네요. 애초 끊어질 경우를 대비하여 적당한 길이로 제작했어야 하는데... 자주 청소해도 해당증상은 동일합니다.,1
3036,mf_s******,컬러: 글로 하이퍼 (그래파이트 블랙),20241030,5,,기기 가성비갑에 만족스럽습니당,0
3037,gmlw******,컬러: 글로 하이퍼 (그래파이트 블랙),20241030,5,,이건 3번째 구매입니다 너무좋네요,0
3038,hehe******,컬러: 글로 하이퍼 (그래파이트 블랙),20241127,5,,아주 좋아요~~^^,0
3039,skgs*****,컬러: 글로 하이퍼 (애미시스트 퍼플),20241010,5,,마감 색상 너무 고급지네요 ^^ 연무량도 전보다 조금더 시원해졌고 베터리도 바로 확인가능해서 좋아요,0
3040,kyd9*****,컬러: 글로 하이퍼 (코발트 블루),20241101,5,,저렴하게 잘 구매해서 사용할게요,0
